Protein	logFC	adj.P.Val	class
PALM3	-0.452799573	3.19317724677006e-27	Non-significant
CERS4	-0.409460075	3.28792273426758e-27	Non-significant
PDLIM5	0.639106287792662	3.31523340717054e-27	Non-significant
ADAMTS12	0.341021613641175	3.43225264904414e-27	Non-significant
IMPACT	-0.354197524	3.66434850496977e-27	Non-significant
TEFM	-0.260969701	3.85126700196448e-27	Non-significant
ARPC3	0.766706759349969	4.02310940052009e-27	Non-significant
NDUFA7	-0.527071542	4.07116454136692e-27	Non-significant
CRELD2	-0.947468516	4.23332146791844e-27	Non-significant
ABCA8	-0.470467013	4.47787480885637e-27	Non-significant
RPL23	-1.124333979	4.65094313413114e-27	DOWN
SLC37A4	-0.460473958	4.96411430617553e-27	Non-significant
LRMP	-0.336050019	5.28803113132898e-27	Non-significant
GNPAT	0.52732985425075	5.4609638399493e-27	Non-significant
BANF2	-0.228913698	5.51691325211576e-27	Non-significant
STX17	-0.307547941	5.6729520379003e-27	Non-significant
ACSM3	-0.687738463	6.2395822788448e-27	Non-significant
NCF2	0.762164078469793	6.50932338366935e-27	Non-significant
IKBIP	0.57216407893946	6.67037949580301e-27	Non-significant
PLXNA2	-0.383022116	6.91220523860223e-27	Non-significant
ARFGAP2	-0.393503158	7.16078261803263e-27	Non-significant
HEPH	0.396270171625438	7.2423543490419e-27	Non-significant
EEFSEC	-0.432324922	7.49785062410553e-27	Non-significant
LDLRAP1	-0.25580309	7.78530360429791e-27	Non-significant
EIF2AK3	-0.112131645	7.87251799272224e-27	Non-significant
ACSS1	-0.690563365	7.94631671985296e-27	Non-significant
AEBP1	1.0744171728346	8.1255191221813e-27	UP
ZC3H15	-0.540590809	8.1255191221813e-27	Non-significant
GBP1	0.757499731628397	8.92858862880918e-27	Non-significant
PLA2G12A	-0.647866232	9.94644504321037e-27	Non-significant
RBMS2	0.273969192621979	1.00288777696409e-26	Non-significant
RPL7A	-0.867732543	1.06159703498061e-26	Non-significant
COBL	-0.248014131	1.08331836837033e-26	Non-significant
MPP7	-0.330215963	1.09496064723941e-26	Non-significant
BCAT1	-1.144589721	1.19331640510563e-26	DOWN
LAMA3	1.10446849153579	1.28547672928667e-26	UP
RPL22L1	-0.70149063	1.33631646308727e-26	Non-significant
GLS2	-0.136488004	1.38191691254319e-26	Non-significant
HIBCH	-0.959678221	1.38546819508604e-26	Non-significant
HSP90AB1	0.427706398671599	1.4914661007725e-26	Non-significant
SLC39A14	-0.734459119	1.50229230406044e-26	Non-significant
ASPH	0.652129710476547	1.57430685203716e-26	Non-significant
LCLAT1	-0.703640858	1.68449660032029e-26	Non-significant
C11orf52	-0.31414885	1.68622978121727e-26	Non-significant
MAPKAPK2	0.339565728003892	1.71587811057141e-26	Non-significant
CIRBP	-0.737789402	1.78400063560923e-26	Non-significant
COL5A2	0.814361086152496	1.96719618222618e-26	Non-significant
ADAM9	0.470494841863016	1.98047162978065e-26	Non-significant
PPP2R2D	-0.358056629	2.03406974534479e-26	Non-significant
CPQ	-0.602754753	2.05889266131224e-26	Non-significant
SH3PXD2B	0.505351993572484	2.41567626371523e-26	Non-significant
PTPRS	-0.29761748	2.59135325564878e-26	Non-significant
SFXN5	-0.183533704	2.66848120015104e-26	Non-significant
MPDU1	-0.197948894	2.72546172989109e-26	Non-significant
LARP1B	-0.361040152	2.79327872319397e-26	Non-significant
SDCBP2	0.72945298407662	2.93495892111594e-26	Non-significant
SPECC1	0.317392638826572	3.00027896637497e-26	Non-significant
IL4I1	0.809604083004319	3.00347743864318e-26	Non-significant
MAP4K4	0.24896538187142	3.03644820947929e-26	Non-significant
ACAP2	0.319523086595943	3.24574001544633e-26	Non-significant
UTRN	-0.453037678	3.36570311566971e-26	Non-significant
FSCN1	0.724405248489845	3.42340593551613e-26	Non-significant
TC2N	-0.480737492	3.55754700159872e-26	Non-significant
COL1A1	1.05846340276935	3.72956070387144e-26	UP
CDH11	0.490477670741273	3.75300817589568e-26	Non-significant
MSI1	-0.251810365	4.00787510586289e-26	Non-significant
RWDD1	-0.332868783	4.04892210875386e-26	Non-significant
RSL24D1	-0.115381126	5.72034746116562e-26	Non-significant
PLOD2	0.914671364277693	5.8365337937362e-26	Non-significant
SLC27A2	-0.376313371	5.88752574183409e-26	Non-significant
RAP1GAP2	-0.375455063	7.40224780602429e-26	Non-significant
R3HCC1	-0.112112781	7.75806931941505e-26	Non-significant
ITGB5	0.466205440183759	7.88410666234385e-26	Non-significant
MTR	-0.372796033	8.10354717905128e-26	Non-significant
TAGLN2	0.660732150989926	8.12452922546643e-26	Non-significant
HM13	-0.926739275	8.27603501706281e-26	Non-significant
LMCD1	0.768771384525335	8.33118160764462e-26	Non-significant
GSTM3	-0.853158022	8.46877758439318e-26	Non-significant
PELI2	-0.083791028	8.63724520273994e-26	Non-significant
ARFGEF2	-0.565198935	8.71816531801074e-26	Non-significant
HMGN2	-0.710835766	9.53698131950801e-26	Non-significant
NELFE	-0.301839692	9.68908506566688e-26	Non-significant
GJB1	-0.130541138	9.69702723774216e-26	Non-significant
FLII	0.298867849986575	1.02757530962677e-25	Non-significant
GRN	0.600000119207237	1.03399140356418e-25	Non-significant
RNF213	0.511717481618087	1.11184142537803e-25	Non-significant
GOLGA4	-0.363620144	1.17596427965933e-25	Non-significant
NDUFB6	-0.594206935	1.29219366227149e-25	Non-significant
CASP3	0.408919411696568	1.34733032646825e-25	Non-significant
ECSIT	-0.507016484	1.43187325790288e-25	Non-significant
SELENOF	-0.426475471	1.43360729287329e-25	Non-significant
RPL31	-0.904034115	1.44443759200156e-25	Non-significant
OAS3	0.751552480967369	1.4452773006253e-25	Non-significant
CEP170	0.378511232016745	1.52720384438722e-25	Non-significant
ILK	0.592362591161053	1.55054792425412e-25	Non-significant
BTF3L4	-0.735699733	1.62179753200442e-25	Non-significant
ACO1	-0.59363825	1.62882179190534e-25	Non-significant
STK33	-0.090505426	1.6333226512345e-25	Non-significant
PPP1R18	0.628223370235114	1.66802078046854e-25	Non-significant
DMAC2	-0.271338615	1.69749067047632e-25	Non-significant
GSDMB	0.776741490403554	1.7437717851238e-25	Non-significant
ALG14	-0.210228886	1.94669745137601e-25	Non-significant
HAPLN3	0.537037141174286	2.16905113791289e-25	Non-significant
MRPS9	-0.353985049	2.19814085755061e-25	Non-significant
COL5A1	1.0412545110721	2.32464542484529e-25	UP
STK4	0.557380435579149	2.33598581469184e-25	Non-significant
TLN1	0.619389774541276	2.36111679441087e-25	Non-significant
EIF2S2	-0.532321691	2.36957360829159e-25	Non-significant
LGALS3	0.778837146928405	2.36957360829159e-25	Non-significant
TMEM147	-0.311982939	2.37744954479602e-25	Non-significant
ITGBL1	0.584473741096606	2.4666237050634e-25	Non-significant
PGAP1	-0.270837727	2.4666237050634e-25	Non-significant
CBFB	0.488901486120412	2.4666237050634e-25	Non-significant
FBN1	0.87886321220627	2.49609059158331e-25	Non-significant
MX2	0.611486169057339	2.87942351949588e-25	Non-significant
IRF2BP1	-0.262019152	2.91898271681919e-25	Non-significant
DAD1	-0.905454327	2.98264472472805e-25	Non-significant
HSPH1	0.422804686255165	2.99759586995503e-25	Non-significant
HSDL2	-0.668933016	3.10442557115168e-25	Non-significant
ACO2	-0.609875118	3.10585165239009e-25	Non-significant
ACTN1	0.529102315278242	3.41896885425895e-25	Non-significant
MACO1	-0.369383314	3.46795024949846e-25	Non-significant
NARS	-0.442077645	3.78212363634275e-25	Non-significant
RPL3	-0.746053795	3.83432392896346e-25	Non-significant
ADSS	0.433257880016812	3.84953239829224e-25	Non-significant
AKAP9	-0.313056094	3.98845820993976e-25	Non-significant
IFRD2	-0.158673202	4.39584110278016e-25	Non-significant
FOXRED1	-0.267381877	4.42340228860697e-25	Non-significant
ADHFE1	-0.302035556	4.53110361569849e-25	Non-significant
MARCKSL1	0.634319806653732	4.73358762879438e-25	Non-significant
KSR1	-0.342756343	4.73997132978713e-25	Non-significant
HARS	-0.585908734	5.0121297098199e-25	Non-significant
DNAJC13	0.347455321481097	5.05710685151282e-25	Non-significant
PFN1	0.477345435885836	5.08837375713642e-25	Non-significant
BAIAP2L1	0.658756446263749	5.18590606033844e-25	Non-significant
LARS	-0.507528896	5.19554532779744e-25	Non-significant
RCN1	0.643447428482566	5.27505318920512e-25	Non-significant
GNG7	-0.146903804	5.29357052191543e-25	Non-significant
HMCN1	0.687477649678612	5.44405799119813e-25	Non-significant
ELAC1	-0.097796062	5.47711295801642e-25	Non-significant
PACSIN1	-0.425248171	5.71604811792137e-25	Non-significant
NDUFAF8	-0.298866121	5.89429354154719e-25	Non-significant
ALDH3A2	-0.612577868	6.32462075324659e-25	Non-significant
C2orf88	-0.057772439	6.35718341716229e-25	Non-significant
NDUFB9	-0.36228567	6.48746097818217e-25	Non-significant
FNDC1	0.90063891432083	6.56165542658449e-25	Non-significant
SULF2	0.315771586677311	6.82124024238582e-25	Non-significant
MYH14	0.692125639700371	7.02582254007534e-25	Non-significant
SYP	-0.363487066	7.09331451599754e-25	Non-significant
PDAP1	-0.55145664	7.12724090475654e-25	Non-significant
NECAP1	-0.378360011	7.19771992022417e-25	Non-significant
PLBD1	0.783037088259797	7.36426436733965e-25	Non-significant
SPARC	0.768824299729503	7.95923016400619e-25	Non-significant
SYN1	-0.414495024	8.24629563232902e-25	Non-significant
ARSE	-0.986116186	9.04569418108404e-25	Non-significant
GOLIM4	0.430208751405001	1.01297415586604e-24	Non-significant
TKT	-0.463386239	1.02037914726288e-24	Non-significant
MAP7	-0.579727155	1.07743582010895e-24	Non-significant
NTM	0.480322205881164	1.10248511141301e-24	Non-significant
SIDT2	-0.284697347	1.11076053490808e-24	Non-significant
SFRP2	1.10577033559611	1.15164164800794e-24	UP
YBX3	-0.603117163	1.15443635401232e-24	Non-significant
USE1	-0.490113101	1.17061175451765e-24	Non-significant
COL11A1	1.16603824477521	1.18376992962299e-24	UP
RPL27	-0.766112317	1.24323200473659e-24	Non-significant
TIGAR	0.278677547945164	1.25681852310851e-24	Non-significant
B4GAT1	-0.376972485	1.30509810335245e-24	Non-significant
SGSM3	-0.452221964	1.36409720578501e-24	Non-significant
PDHX	-0.433565211	1.41680955343029e-24	Non-significant
DLST	-0.543034659	1.4752404794733e-24	Non-significant
SPRYD4	-0.383350186	1.5497283848008e-24	Non-significant
TRIP12	0.245156017533186	1.55063325672802e-24	Non-significant
ETF1	-0.602843604	1.55199798069158e-24	Non-significant
STON1	0.247582569674277	1.61026471527072e-24	Non-significant
FILIP1L	0.517414953232298	1.68293056254961e-24	Non-significant
TRIM21	0.315541645301792	1.69047149628579e-24	Non-significant
COX7C	-0.97134964	1.89085445179377e-24	Non-significant
ROCK1	0.319957288576425	1.93502956933706e-24	Non-significant
IQGAP2	-0.741673864	2.0246482998255e-24	Non-significant
PLS3	0.601656187238449	2.0298807463375e-24	Non-significant
FBLN1	0.899662230640347	2.0298807463375e-24	Non-significant
IFI16	0.603713615854284	2.04174282825888e-24	Non-significant
MRPS25	-0.257255855	2.07392166616551e-24	Non-significant
OXSM	-0.444547588	2.07542511186138e-24	Non-significant
EIF3G	-0.483248156	2.07871440852484e-24	Non-significant
FAM120C	-0.237399964	2.12217585773888e-24	Non-significant
PEX7	-0.131452518	2.18965008008612e-24	Non-significant
FRAS1	-0.598279865	2.18965008008612e-24	Non-significant
UHRF1BP1	-0.28668823	2.31641546034352e-24	Non-significant
MOB1A	0.369451622258639	2.35256415325448e-24	Non-significant
STXBP6	-0.529569358	2.45355153145078e-24	Non-significant
COPS3	-0.291774494	2.56804552816446e-24	Non-significant
ARPC4	0.902974326783715	2.80463743883688e-24	Non-significant
SCPEP1	0.68688979214149	2.81633543912761e-24	Non-significant
CTNNAL1	-0.142668446	2.96778943067162e-24	Non-significant
DNAJC12	-0.13784892	2.97181171179601e-24	Non-significant
MMP2	0.827861818838609	3.12271901509386e-24	Non-significant
TWSG1	0.188244795672363	3.18026494081498e-24	Non-significant
PURA	-0.428046854	3.21461238598891e-24	Non-significant
C1R	0.8540293193305	3.34566069991169e-24	Non-significant
PRSS2	-2.176961014	3.42009092801122e-24	DOWN
GCSH	-0.456786291	3.45999445883858e-24	Non-significant
NEDD4L	-0.289094983	3.47411642278772e-24	Non-significant
CRYBG3	-0.254218365	3.51940399056167e-24	Non-significant
MIA2	-0.598031932	3.51940399056167e-24	Non-significant
COX7B	-0.903911484	3.56968649615784e-24	Non-significant
NDE1	0.318480314064067	3.69598919766988e-24	Non-significant
PON3	-0.249179477	3.69842566120978e-24	Non-significant
PDCD10	0.44890759507831	3.78305107063544e-24	Non-significant
NT5C2	0.28715884963578	3.95900079550037e-24	Non-significant
TBK1	0.251815977010836	4.2178083052295e-24	Non-significant
ANTXR2	0.26528858515696	4.33099933796167e-24	Non-significant
MYL6	0.72863996947988	4.64125428056517e-24	Non-significant
TOM1L1	-0.290202263	4.90536287193433e-24	Non-significant
CHN2	-0.201978051	5.08849780779504e-24	Non-significant
PSMB7	-0.521478558	5.20186153812896e-24	Non-significant
RNF151	-1.22280212	5.45586519367092e-24	DOWN
VILL	0.705077538967329	5.50357360479338e-24	Non-significant
PPP1R12A	0.417433580543828	5.50357360479338e-24	Non-significant
DNM1L	0.31822675437066	5.56643158754147e-24	Non-significant
ACAD10	-0.200227737	5.7678972565437e-24	Non-significant
SFXN3	0.471472939442353	5.85820434722224e-24	Non-significant
PKM	0.762613181590837	6.00235609647391e-24	Non-significant
THBS3	0.482255746320028	6.14973007316426e-24	Non-significant
HTRA3	0.581237338797524	6.25517764018293e-24	Non-significant
MYLK2	-0.242986999	6.30798887821095e-24	Non-significant
CYP20A1	-0.455080091	6.31753974428814e-24	Non-significant
ARHGEF2	0.350407817883351	6.42278301035605e-24	Non-significant
TMEM214	-1.121870501	6.85718093077219e-24	DOWN
LRRC59	-0.991494402	6.85948218087875e-24	Non-significant
IFRD1	-0.1544183	7.39450481517834e-24	Non-significant
RPSA	-0.572248436	7.69225818953981e-24	Non-significant
AP2B1	0.452023566553903	7.7579805253035e-24	Non-significant
DDX60	0.415333995683094	7.94310937148927e-24	Non-significant
ANXA11	0.515024577900363	8.16889928860827e-24	Non-significant
IBTK	-0.184499631	8.27714166380477e-24	Non-significant
GPX8	0.423756132499922	8.87309331630045e-24	Non-significant
EVPL	0.640659817640612	9.168902908679e-24	Non-significant
TPD52	-0.766024432	9.18319409730583e-24	Non-significant
ENTPD1	0.442480483370119	9.18319409730583e-24	Non-significant
PGAM1	0.536858868475229	9.26549929250125e-24	Non-significant
SLC39A7	-1.195379798	9.38470492407399e-24	DOWN
ARHGAP1	0.502616552959376	1.00150953892331e-23	Non-significant
GSDME	0.411079259797209	1.00159203371286e-23	Non-significant
RAB31	0.510288062581506	1.00589466961735e-23	Non-significant
FXYD2	-0.752148251	1.02542998832042e-23	Non-significant
ANK3	-0.392291558	1.02929142312325e-23	Non-significant
GPT	-0.225621156	1.03983801424624e-23	Non-significant
CAPZB	0.423552387729583	1.06129252827987e-23	Non-significant
PPP2R5E	0.234478661038841	1.08614190318351e-23	Non-significant
TRIM2	-0.269608754	1.12576334940751e-23	Non-significant
TARS	-0.589370953	1.14394612765714e-23	Non-significant
EPB41L5	-0.239945847	1.19120453034084e-23	Non-significant
IFI35	0.442258454772787	1.25178092480906e-23	Non-significant
PDF	-0.416080726	1.32189167130459e-23	Non-significant
G6PD	0.682336196718567	1.3730891887599e-23	Non-significant
PARVA	0.556934735183088	1.38114318939977e-23	Non-significant
KYNU	0.601122663758075	1.39490396881137e-23	Non-significant
TBC1D4	-0.260133846	1.48181509393783e-23	Non-significant
FAM114A2	-0.347928868	1.55558783036034e-23	Non-significant
VAV1	0.385435113935406	1.63293719360729e-23	Non-significant
TRMU	-0.253301947	1.65783333072543e-23	Non-significant
ZCCHC17	-0.150379756	1.67555939576473e-23	Non-significant
TWF2	0.485619672583487	1.71828953580127e-23	Non-significant
LSP1	0.757379304714396	1.72755053154492e-23	Non-significant
DNAJC1	-0.579549737	1.75610215290444e-23	Non-significant
ADAMTS2	0.225478300286998	1.76041428015024e-23	Non-significant
PPP3CA	0.34518595030256	1.90478079227475e-23	Non-significant
SHPK	-0.219488609	1.95441996173013e-23	Non-significant
RPL37	-0.990249123	1.96770404058077e-23	Non-significant
RPS25	-0.882506565	1.9978634967883e-23	Non-significant
DOCK6	0.181336523676089	2.23291250404489e-23	Non-significant
DPYSL3	0.771726471410503	2.24975018356315e-23	Non-significant
C19orf33	0.97691265333483	2.25232373712698e-23	Non-significant
MMP7	1.01895273055093	2.44692380424823e-23	UP
ADH1A	-0.83094178	2.45465411804876e-23	Non-significant
SUCLA2	-0.537618644	2.55878302201661e-23	Non-significant
REG1A	-1.771117505	2.60302310010096e-23	DOWN
PPP1R3F	-0.108549142	2.60302310010096e-23	Non-significant
NME1	-0.664506259	2.61497858465987e-23	Non-significant
MTUS2	-0.358974824	2.7591637466093e-23	Non-significant
RHOT1	-0.289246449	2.77514730515999e-23	Non-significant
MTURN	-0.143691915	2.82603590224934e-23	Non-significant
ELMO2	0.386714569293645	2.84348467117058e-23	Non-significant
HYOU1	-0.676297768	2.86706114916252e-23	Non-significant
ERP27	-1.454215449	2.89821389574415e-23	DOWN
SPTLC2	0.278907062112252	3.03573145694014e-23	Non-significant
STAT1	0.641746345542976	3.10675489385379e-23	Non-significant
SERPINF1	1.05366006454111	3.11289270254277e-23	UP
HADHB	-0.480512017	3.20270479089007e-23	Non-significant
LGALS9	0.509050651266366	3.27173051777673e-23	Non-significant
MESD	-0.497218476	3.38571347274603e-23	Non-significant
ASPSCR1	-0.255726168	3.58103233029971e-23	Non-significant
LOXL2	0.68867220546251	3.66218261794386e-23	Non-significant
DDX39A	0.422447427315264	3.77116657001565e-23	Non-significant
STK24	0.316826018569082	3.84732568048819e-23	Non-significant
RABL6	-0.25589944	3.94964679017951e-23	Non-significant
BAX	0.416839229069604	3.96859297324078e-23	Non-significant
NUMB	0.256655685015618	3.97928870389683e-23	Non-significant
TRIP10	0.358013362632246	4.1749925009598e-23	Non-significant
UBA6	0.331549868579433	4.37123654043311e-23	Non-significant
FARS2	-0.225118095	4.74447311304478e-23	Non-significant
BASP1	0.815884435460097	4.83158408033483e-23	Non-significant
DNASE2	0.732300940303865	4.85741614485813e-23	Non-significant
VWA8	-0.405547668	5.13525099576231e-23	Non-significant
TGFB1	0.28977832864059	5.56850655775134e-23	Non-significant
AFMID	-0.212737255	5.82619545863584e-23	Non-significant
SLC1A4	-0.527974109	5.88715784506799e-23	Non-significant
TXNDC11	-0.250335383	5.90105197074699e-23	Non-significant
EMC4	-0.393789464	6.01916066422921e-23	Non-significant
WDFY1	0.410879054141468	6.72835979948341e-23	Non-significant
ICAM1	0.630564543063469	6.92443070650176e-23	Non-significant
SRPRB	-1.10080171	7.25904926581233e-23	DOWN
ARHGEF1	0.315648114632619	7.7309548467953e-23	Non-significant
ADGRE5	0.368511229030741	8.12253089016535e-23	Non-significant
CPOX	0.324889537346687	8.51648075387886e-23	Non-significant
HNRNPA1	0.627189080221733	8.57437415607183e-23	Non-significant
MRPL24	-0.319608506	8.73853862891154e-23	Non-significant
S100A14	0.756392953420938	8.9529004748256e-23	Non-significant
FAM3B	-0.563896185	9.58061351985775e-23	Non-significant
PLVAP	-0.495040649	9.9659842751674e-23	Non-significant
RPL5	-0.66671381	1.00073261750873e-22	Non-significant
NFIB	-0.248256303	1.00927513806169e-22	Non-significant
KYAT3	-0.518706023	1.00927513806169e-22	Non-significant
SARS2	-0.424377834	1.01366140431779e-22	Non-significant
IGFBP3	0.844124763405252	1.01649090373114e-22	Non-significant
UPP1	0.365550205709949	1.01797212080881e-22	Non-significant
EEF1A1	-0.488698497	1.06859391252565e-22	Non-significant
PHYHD1	-0.426126604	1.088986318508e-22	Non-significant
CHCHD6	-0.309079794	1.10754611825958e-22	Non-significant
TSPAN31	-0.258495	1.11325810712832e-22	Non-significant
SARS	-0.527299634	1.12889580934515e-22	Non-significant
RCN2	0.403674026060574	1.16072447508175e-22	Non-significant
WWOX	-0.19562496	1.1793821498352e-22	Non-significant
PRDX1	0.511900726727566	1.18596775385321e-22	Non-significant
PPFIBP1	0.331448614368438	1.19290200652293e-22	Non-significant
CEPT1	-0.147474956	1.19652620524646e-22	Non-significant
